university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
University of Cambridge,cam.ac.uk,Computer Science,OpSystems,Operating Systems,"The overall aim of this course is to provide a general
  understanding of the structure and key functions of the operating
  system. Case studies will be used to illustrate and reinforce
  fundamental concepts.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/OpSystems/,"Operating Systems, Process Management, Memory Management, File Systems, Concurrency, Scheduling, System Architecture"
University of Cambridge,cam.ac.uk,Computer Science,IntDesign,Interaction Design,"The aim of this course is to provide an introduction to
  interaction design, with an emphasis on understanding and
  experiencing the user-centred design process, from conducting
  user research and requirements development to implementation and
  evaluation, while understanding the background to human-computer
  interaction.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/IntDesign/,"Interaction Design, User-Centred Design, User Research, Requirements Development, Implementation, Evaluation, Human-Computer Interaction (HCI)"
University of Cambridge,cam.ac.uk,Computer Science,IntroProb,Introduction to Probability,"This course provides an elementary introduction to probability
  and statistics with applications. Probability theory and the
  related field of statistical inference provide the foundations
  for analysing and making sense of data. The focus of this course
  is to introduce the language and core concepts of probability
  theory. The course will also cover some applications of
  statistical inference and algorithms in order to equip students
  with the ability to represent problems using these concepts and
  analyse the data within these principles.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/IntroProb/,"Probability, Statistics, Probability Theory, Statistical Inference, Data Analysis, Algorithms"
University of Cambridge,cam.ac.uk,Computer Science,SWSecEng,Software and Security Engineering,"This course aims to introduce students to software and
  security engineering, and in particular to the problems of
  building large systems, safety-critical systems and systems that
  must withstand attack by capable opponents. Case histories of
  failure are used to illustrate what can go wrong,
  while current software and security engineering practice is
  studied as a guide to how failures can be avoided.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/SWSecEng/,"Software Engineering, Security Engineering, Large-Scale Systems, Safety-Critical Systems, Cybersecurity, Failure Analysis"
University of Cambridge,cam.ac.uk,Computer Science,ConcDisSys,Concurrent and Distributed Systems,"This course considers two closely related topics, Concurrent
  Systems and Distributed Systems, over 16 lectures. The aim of the
  first half of the course is to introduce concurrency control
  concepts and their implications for system design and
  implementation. The aims of the latter half of the course are to
  study the fundamental characteristics of distributed systems,
  including their models and architectures; the implications for
  software design; some of the techniques that have been used to
  build them; and the resulting details of good distributed
  algorithms and applications.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/ConcDisSys/,"Concurrency Control, Distributed Systems Modeling, Distributed Systems Architecture, Software Design, Distributed Algorithms, Distributed Applications Development, System Implementation"
University of Cambridge,cam.ac.uk,Computer Science,DataSci,Data Science,"This course introduces fundamental tools for describing and
  reasoning about data. There are two themes: designing probability
  models to describe systems; and drawing conclusions based on data
  generated by such systems.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/DataSci/,"Probability Modeling, Statistical Inference, Data Analysis, Statistical Modeling"
University of Cambridge,cam.ac.uk,Computer Science,ECAD+Arch,ECAD and Architecture Practical Classes,"The aims of this course are to enable students to apply the
  concepts learned in the Computer Design course. In particular a
  web based tutor is used to introduce the SystemVerilog hardware
  description language, while the remaining practical classes will
  then allow students to implement the design of components in this
  language.
Practical Classes
Web tutor
The first class uses a web based
    tutor to rapidly teach the SystemVerilog language.
FPGA design flow
Test driven hardware
    development for FPGA including an embedded processor and
    peripherals [3 classes]
Embedded system implementation
Embedded
    system implementation on FPGA [3-4 classes]",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/ECAD+Arch/,"SystemVerilog, FPGA design flow, Test-Driven Development, Embedded Systems, Peripheral Design"
University of Cambridge,cam.ac.uk,Computer Science,EconLaw,"Economics, Law and Ethics","This course aims to give students an introduction to some
  basic concepts in economics, law and ethics.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/EconLaw/,"Economics, Law, Tech Ethics"
University of Cambridge,cam.ac.uk,Computer Science,FGraphics,Further Graphics,"The course introduces fundamental concepts of modern graphics
  pipelines.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/FGraphics/,"Graphics Pipelines, Computer Graphics, Rendering Pipelines"
University of Cambridge,cam.ac.uk,Computer Science,FJava,Further Java,"The goal of this course is to provide students with the
  ability to understand the advanced programming features available
  in the Java programming language, completing the coverage of the
  language started in the Programming in Java course. The course is
  designed to accommodate students with diverse programming
  backgrounds; consequently Java is taught from first principles in
  a practical class setting where students can work at their own
  pace from a course handbook.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/FJava/,"Java, Java Programming"
University of Cambridge,cam.ac.uk,Computer Science,IntComArch,Introduction to Computer Architecture,"The aims of this course are to introduce a hardware
  description language (SystemVerilog) and computer architecture
  concepts in order to design computer systems. The parallel
  ECAD+Arch practical classes will allow students to apply the
  concepts taught in lectures.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/IntComArch/,"SystemVerilog, Computer Architecture, Computer System Design, ECAD"
University of Cambridge,cam.ac.uk,Computer Science,ProgC,Programming in C and C++,"This course aims
to provide a solid introduction to programming in C and to
    provide an overview of the principles and constraints that
    affect the way in which the C programming language has been
    designed and is used;
to introduce the key additional features of C++.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/ProgC/,"C, C++, Object-Oriented Programming, Procedural Programming"
University of Cambridge,cam.ac.uk,Computer Science,Semantics,Semantics of Programming Languages,"The aim of this course is to introduce the structural,
  operational approach to programming language semantics. It will
  show how to specify the meaning of typical programming language
  constructs, in the context of language design, and how to reason
  formally about semantic properties of programs.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/Semantics/,"Operational Semantics, Structural Semantics, Programming Language Design, Formal Reasoning, Language Specification, Semantic Analysis"
University of Cambridge,cam.ac.uk,Computer Science,UnixTools,Unix Tools,"This video-lecture course gives students who have already
  basic Unix/Linux experience some additional practical
  software-engineering knowledge: how to use the shell and related
  tools as an efficient working environment, how to automate
  routine tasks, and how version-control and automated-build tools
  can help to avoid confusion and accidents, especially when
  working in teams. These are essential skills, both in industrial
  software development and student projects.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/UnixTools/,"Unix, Linux, Shell Scripting, Command-line Tools, Automation, Version Control, Build Automation, Software Engineering, Team Collaboration"
University of Cambridge,cam.ac.uk,Computer Science,CompConstr,Compiler Construction,"This course aims to cover the main concepts associated with
  implementing compilers for programming languages. We use a
  running example called SLANG (a Small LANGuage) inspired by the
  languages described in 1B Semantics. A toy compiler (written in
  ML) is provided, and students are encouraged to extend it in
  various ways.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/CompConstr/,"Compiler Implementation, Programming Language Semantics, ML (Programming Language)"
University of Cambridge,cam.ac.uk,Computer Science,CompTheory,Computation Theory,"The aim of this course is to introduce several apparently
  different formalisations of the informal notion of algorithm; to
  show that they are equivalent; and to use them to demonstrate
  that there are uncomputable functions and algorithmically
  undecidable problems.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/CompTheory/,"Turing machines, Lambda calculus, Recursive function theory, Undecidability proofs, Halting problem, Reduction techniques, Computability theory, Church-Turing thesis, Formal language theory, Automata theory"
University of Cambridge,cam.ac.uk,Computer Science,CompNet,Computer Networking,"The aim of this course is to introduce key concepts and
  principles of computer networks. The course will use a top-down
  approach to study the Internet and its protocol stack. Instances
  of architecture, protocol, application-examples will include
  email, web and media-streaming. We will cover communications
  services (e.g., TCP/IP) required to support such network
  applications. The implementation and deployment of communications
  services in practical networks: including wired and wireless LAN
  environments, will be followed by a discussion of issues of
  network-management. Throughout the course, the Internet’s
  architecture and protocols will be used as the primary examples
  to illustrate the fundamental principles of computer
  networking.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/CompNet/,"TCP/IP, Network Architecture, Protocol Stack, Wired LAN, Wireless LAN, Network Management, Email, Web, Media Streaming"
University of Cambridge,cam.ac.uk,Computer Science,FHCI,Further Human–Computer Interaction,"This aim of this course is to provide an introduction to the
  theoretical foundations of Human Computer Interaction, and an
  understanding of how these can be applied to the design of
  complex technologies.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/FHCI/,"Human-Computer Interaction, Theoretical Foundations of HCI, Design of Complex Technologies"
University of Cambridge,cam.ac.uk,Computer Science,LogicProof,Logic and Proof,"This course will teach logic, especially the predicate
  calculus. It will present the basic principles and definitions,
  then describe a variety of different formalisms and algorithms
  that can be used to solve problems in logic. Putting logic into
  the context of Computer Science, the course will show how the
  programming language Prolog arises from the automatic proof
  method known as resolution. It will introduce topics that are
  important in mechanical verification, such as binary decision
  diagrams (BDDs), SAT solvers and modal logic.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/LogicProof/,"Logic, Predicate Calculus, Formalisms, Algorithms, Computer Science, Prolog, Automatic Proof Methods, Resolution, Mechanical Verification, Binary Decision Diagrams (BDDs), SAT Solvers, Modal Logic"
University of Cambridge,cam.ac.uk,Computer Science,Prolog,Prolog,"The aim of this course is to introduce programming in the
  Prolog language. Prolog encourages a different programming style
  to Java or ML and particular focus is placed on programming to
  solve real problems that are suited to this style. Practical
  experimentation with the language is strongly encouraged.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/Prolog/,"Prolog, Java, ML, Logic Programming"
University of Cambridge,cam.ac.uk,Computer Science,ArtInt,Artificial Intelligence,"The aim of this course is to provide an introduction to some
  fundamental issues and algorithms in artificial intelligence
  (AI). The course approaches AI from an algorithmic, computer
  science-centric perspective; relatively little reference is made
  to the complementary perspectives developed within psychology,
  neuroscience or elsewhere. The course aims to provide some
  fundamental tools and algorithms required to produce AI systems
  able to exhibit limited human-like abilities, particularly in the
  form of problem solving by search, game-playing, representing and
  reasoning with knowledge, planning, and learning.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/ArtInt/,"Artificial Intelligence, Algorithms, Computer Science, Problem Solving, Search Algorithms, Game AI, Knowledge Representation, Knowledge Reasoning, AI Planning, Machine Learning"
University of Cambridge,cam.ac.uk,Computer Science,Complexity,Complexity Theory,"The aim of the course is to introduce the theory of
  computational complexity. The course will explain measures of the
  complexity of problems and of algorithms, based on time and space
  used on abstract models. Important complexity classes will be
  defined, and the notion of completeness established through a
  thorough study of NP-completeness. Applications to cryptography
  will be considered.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/Complexity/,"Computational Complexity Theory, Complexity Classes, NP-Completeness, Time Complexity Analysis, Space Complexity Analysis, Cryptography"
University of Cambridge,cam.ac.uk,Computer Science,CySecurity,Cybersecurity,"In today’s digital society, computer security is vital for
  commercial competitiveness, national security and privacy of
  individuals. Protection against both criminal and state-sponsored
  attacks will need a large cohort of skilled individuals with an
  understanding of the principles of security and with practical
  experience of the application of these principles. We want you to
  become one of them. In this adversarial game, to defeat the bad
  guys, the good guys have to be at least as skilled at them.
  Therefore this course has a strong foundation of becoming
  proficient at actual attacks. A theoretical understanding is of
  course necessary, but without some practice the bad guys will run
  circles around the good guys. In 12 hours I can’t bring you from
  zero to the stage where you can invent new attacks and
  countermeasures, but at least by practicing and dissecting common
  attacks (akin to “studying the classics”) I’ll give you a feeling
  for the kind of adversarial thinking that is required in this
  field. Large portions of this course are hands-on: you will need
  to acquire the relevant skills rather than just reading about it.
  The recommended course textbook will be especially helpful to
  those with no prior low-level hacking experience.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/CySecurity/,"Penetration Testing, Vulnerability Assessment, Exploit Development, Reverse Engineering, Malware Analysis, Network Traffic Analysis, Packet Capture, Wireshark, Nmap, Metasploit, Kali Linux, Assembly Language, Buffer Overflow Exploitation, Shellcode Writing, Cryptographic Protocols, Secure Coding Practices, Threat Modeling, Incident Response, Digital Forensics, Ethical Hacking"
University of Cambridge,cam.ac.uk,Computer Science,ForModLang,Formal Models of Language,"This course studies formal models of language and considers
  how they might be relevant to the processing and acquisition of
  natural languages. The course will extend knowledge of formal
  language theory; introduce several new grammars; and use concepts
  from information theory to describe natural language.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/ForModLang/,"Formal Language Theory, Grammar Design, Information Theory, Natural Language Processing, Computational Linguistics, Syntax Analysis, Semantic Analysis"
University of Cambridge,cam.ac.uk,Computer Science,Bioinfo,Bioinformatics,"This course focuses on algorithms used in Bioinformatics and
  System Biology. Most of the algorithms are general and can be
  applied in other fields on multidimensional and noisy data. All
  the necessary biological terms and concepts useful for the course
  and the examination will be given in the lectures. The most
  important software implementing the described algorithms will be
  demonstrated.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/Bioinfo/,"Bioinformatics, Systems Biology, Algorithms, Multidimensional Data Analysis, Noisy Data Processing, Computational Biology"
University of Cambridge,cam.ac.uk,Computer Science,Business,Business Studies,"How to start and run a computer company; the aims of this
  course are to introduce students to all the things that go to
  making a successful project or product other than just the
  programming. The course will survey some of the issues that
  students are likely to encounter in the world of commerce and
  that need to be considered when setting up a new computer
  company.
See also Business Seminars in the Easter Term.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/Business/,"Product Management, Project Management, Entrepreneurship, Business Strategy, Intellectual Property (IP)"
University of Cambridge,cam.ac.uk,Computer Science,DenotSem,Denotational Semantics,"The aims of this course are to introduce domain theory and
  denotational semantics, and to show how they provide a
  mathematical basis for reasoning about the behaviour of
  programming languages.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/DenotSem/,"Domain Theory, Denotational Semantics, Programming Language Theory, Mathematical Reasoning"
University of Cambridge,cam.ac.uk,Computer Science,InfoTheory,Information Theory,"This course introduces the principles and applications of
  information theory: how information is measured in terms of
  probability and various entropies, how these are used to
  calculate the capacity of communication channels, with or without
  noise, and to measure how much random variables reveal about each
  other. Coding schemes including error correcting codes are
  studied along with data compression, spectral analysis,
  transforms, and wavelet coding. Applications of information
  theory are reviewed, from astrophysics to pattern
  recognition.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/InfoTheory/,"Information Theory, Entropy Calculation, Channel Capacity, Error-Correcting Codes, Data Compression, Spectral Analysis, Fourier Transform, Wavelet Transform, Wavelet Coding, Probability Theory, Pattern Recognition, Communication Theory, Coding Theory"
University of Cambridge,cam.ac.uk,Computer Science,TeX+Julia,LaTeX and Julia,"Introduction to two widely-used languages for typesetting
  dissertations and scientific publications, for prototyping
  numerical algorithms and to visualize results.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/TeX+Julia/,"LaTeX, Python"
University of Cambridge,cam.ac.uk,Computer Science,PrincComm,Principles of Communications,"This course aims to provide a detailed understanding of the
  underlying principles for how communications systems operate.
  Practical examples (from wired and wireless communications, the
  Internet, and other communications systems) are used to
  illustrate the principles.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/PrincComm/,
University of Cambridge,cam.ac.uk,Computer Science,Types,Types,"The aim of this course is to show by example how type systems
  for programming languages can be defined and their properties
  developed, using techniques that were introduced in the
  Part IB course on
Semantics of Programming
  Languages
. The emphasis is on type systems for functional
  languages and their connection to constructive logic.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/Types/,"Type Systems, Programming Languages, Semantics of Programming Languages, Functional Programming, Constructive Logic"
University of Cambridge,cam.ac.uk,Computer Science,AAI,Affective Artificial Intelligence,"Affective Artificial Intelligence (Affective AI) aims to imbue
  machines with social and emotional intelligence (EQ). More
  specifically, Affective AI aims to create artificially
  intelligent systems and machines that can recognize, interpret,
  process, and simulate human social signals and behaviours,
  expressions, and emotions, to enhance human-AI interaction and
  communication.
To achieve this goal, Affective AI draws upon various
  scientific disciplines, including machine learning, computer
  vision, speech / natural language / signal processing, psychology
  and cognitive science, and ethics and social sciences.
Affective AI has direct applications in and implications for
  the design of innovative interactive technology (e.g.,
  interaction with chat bots, virtual agents, robots), single and
  multi-user smart environments ( e.g., in-car/ virtual / augmented
  / mixed reality, serious games), public speaking and cognitive
  training, and clinical and biomedical studies (e.g., autism,
  depression, pain).
The aim of this module is to impart knowledge and ability
  needed to make informed choices of models, data, and machine
  learning techniques for sensing, recognition, and generation of
  affective and social behaviour (e.g., smile, frown, head
  nodding/shaking, agreement/disagreement) in order to create
  Affectively intelligent AI systems, with a consideration for
  various ethical issues (e.g., privacy, bias) arising from the
  real-world deployment of these systems.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/AAI/,"Affective Artificial Intelligence, Machine Learning, Computer Vision, Speech Processing, Natural Language Processing, Signal Processing, Cognitive Science, Tech Ethics, Interaction Design, Chatbots, Virtual Agents, Robotics, Virtual Reality, Augmented Reality, Mixed Reality, Serious Games, Public Speaking, Biomedical Studies, Social Signal Processing, Emotion Recognition, Data Privacy, Algorithmic Bias, Behavioral Modeling"
University of Cambridge,cam.ac.uk,Computer Science,CAT,Category Theory,"Category theory provides a unified treatment of mathematical
  properties and constructions that can be expressed in terms of
  'morphisms' between structures. It gives a precise framework for
  comparing one branch of mathematics (organized as a category)
  with another and for the transfer of problems in one area to
  another. Since its origins in the 1940s motivated by connections
  between algebra and geometry, category theory has been applied to
  diverse fields, including computer science, logic and
  linguistics. This course introduces the basic notions of category
  theory: adjunction, natural transformation, functor and category.
  We will use category theory to organize and develop the kinds of
  structure that arise in models and semantics for logics and
  programming languages.",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/CAT/,"Category Theory, Logic, Programming Language Semantics, Functors, Mathematical Modeling, Algebra, Geometry"
University of Cambridge,cam.ac.uk,Computer Science,DSP,Digital Signal Processing,"This course teaches basic signal-processing principles
  necessary to understand many modern high-tech systems, with
  examples from audio processing, image coding, radio
  communication, radar, and software-defined radio. Students will
  gain practical experience from numerical experiments in
  programming assignments (in Julia, MATLAB or NumPy).",,undergraduate,https://www.cl.cam.ac.uk/teaching/2425/DSP/,"Signal Processing, Audio Processing, Image Coding, Radio Communication, Radar, Software-Defined Radio, Julia, MATLAB, NumPy"
