university,program,module,description,skills,url,level,duration,entry_requirements
National University of Singapore (NUS),Computer Science,CS2106 Introduction to Operating Systems,"Analyses process scheduling, memory management, file systems, and I/O handling with practical implementation labs.","Process scheduling, memory allocation, file system design, deadlock detection, system call programming",https://nusmods.com/modules/CS2106,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS2109S Introduction to AI and Machine Learning,"Covers supervised learning, unsupervised learning, model evaluation, regularisation, and neural network fundamentals for predictive modelling.","Supervised model training, cross-validation, feature engineering, clustering algorithms, neural network design",https://nusmods.com/modules/CS2109S,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS3230 Design and Analysis of Algorithms,"Introduces algorithm design paradigms including divide and conquer, dynamic programming, greedy methods, and backtracking. Students prove correctness and analyse Big-O complexity.","Algorithm complexity analysis, divide and conquer design, dynamic programming, greedy implementation, correctness proof writing",https://nusmods.com/modules/CS3230,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS3210 Parallel Computing,"This module covers parallel computing, part of the Computer Science programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core parallel computing concepts, theoretical framework application, analytical problem-solving, academic research skills, practical parallel computing implementation",https://nusmods.com/modules/CS3210,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS3240 Interaction Design,"This module covers interaction design, part of the Computer Science programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core interaction design concepts, theoretical framework application, analytical problem-solving, academic research skills, practical interaction design implementation",https://nusmods.com/modules/CS3240,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS4243 Computer Vision and Pattern Recognition,"Covers image processing, feature extraction, object detection, and segmentation using classical and deep learning methods.","Image preprocessing, CNN classification, YOLO object detection, semantic segmentation, feature extraction",https://nusmods.com/modules/CS4243,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS4246 AI Planning and Decision Making,"This module covers ai planning and decision making, part of the Computer Science programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core ai planning and decision making concepts, theoretical framework application, analytical problem-solving, academic research skills, practical ai planning and decision making implementation",https://nusmods.com/modules/CS4246,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS4248 Natural Language Processing,"Covers tokenisation, language models, sentiment analysis, NER, and transformer-based models such as BERT.","Text preprocessing, language model evaluation, sentiment classification, NER extraction, BERT fine-tuning",https://nusmods.com/modules/CS4248,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS4226 Internet Architecture,"This module covers internet architecture, part of the Computer Science programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core internet architecture concepts, theoretical framework application, analytical problem-solving, academic research skills, practical internet architecture implementation",https://nusmods.com/modules/CS4226,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Computer Science,CS4224 Distributed Databases,"Examines relational database design, SQL querying, normalisation theory, transaction management, and indexing strategies.","SQL query writing, ER diagram design, normalisation, transaction management, index optimisation",https://nusmods.com/modules/CS4224,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
National University of Singapore (NUS),Business Analytics,BT1101 Introduction to Business Analytics,"This module covers introduction to business analytics, part of the Business Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core introduction to business analytics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical introduction to business analytics implementation",https://nusmods.com/modules/BT1101,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,ST1131 Introduction to Statistics,"This module covers introduction to statistics, part of the Business Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core introduction to statistics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical introduction to statistics implementation",https://nusmods.com/modules/ST1131,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT2101 Operations and Technology Management,"Covers planning, organising, leading, and controlling including strategy, change management, and organisational behaviour.","Strategic planning, team leadership, change management, performance measurement, stakeholder analysis",https://nusmods.com/modules/BT2101,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT2102 Data Management and Visualisation,"Covers planning, organising, leading, and controlling including strategy, change management, and organisational behaviour.","Strategic planning, team leadership, change management, performance measurement, stakeholder analysis",https://nusmods.com/modules/BT2102,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT2103 Analytical Models in Business,"This module covers analytical models in business, part of the Business Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core analytical models in business concepts, theoretical framework application, analytical problem-solving, academic research skills, practical analytical models in business implementation",https://nusmods.com/modules/BT2103,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT3102 Machine Learning for Business,"Covers supervised learning, unsupervised learning, model evaluation, regularisation, and neural network fundamentals for predictive modelling.","Supervised model training, cross-validation, feature engineering, clustering algorithms, neural network design",https://nusmods.com/modules/BT3102,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT3103 Application Systems Development,"This module covers application systems development, part of the Business Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core application systems development concepts, theoretical framework application, analytical problem-solving, academic research skills, practical application systems development implementation",https://nusmods.com/modules/BT3103,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT4015 Geospatial Analytics,"This module covers geospatial analytics, part of the Business Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core geospatial analytics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical geospatial analytics implementation",https://nusmods.com/modules/BT4015,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT4016 Fraud Analytics,"This module covers fraud analytics, part of the Business Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core fraud analytics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical fraud analytics implementation",https://nusmods.com/modules/BT4016,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT4211 Data-Driven Marketing,"Explores market segmentation, consumer behaviour, product development, pricing strategy, and digital marketing channels.","Market segmentation, consumer analysis, brand positioning, marketing mix optimisation, digital strategy",https://nusmods.com/modules/BT4211,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT4221 Big Data Techniques,"Covers Hadoop, Apache Spark, real-time stream processing, and NoSQL storage for large-scale data pipelines.","Spark DataFrame programming, HDFS management, Kafka streaming, NoSQL querying, ETL pipeline design",https://nusmods.com/modules/BT4221,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT4222 Mining Web Data,"Covers full-stack web development including front-end frameworks, RESTful APIs, authentication, and database integration.","HTML/CSS/JavaScript, REST API design, React or Vue.js, backend frameworks, database integration",https://nusmods.com/modules/BT4222,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Business Analytics,BT4240 Machine Learning for Finance,"Covers supervised learning, unsupervised learning, model evaluation, regularisation, and neural network fundamentals for predictive modelling.","Supervised model training, cross-validation, feature engineering, clustering algorithms, neural network design",https://nusmods.com/modules/BT4240,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS1108 Digital Ethics and Data Privacy,"This module covers digital ethics and data privacy, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core digital ethics and data privacy concepts, theoretical framework application, analytical problem-solving, academic research skills, practical digital ethics and data privacy implementation",https://nusmods.com/modules/IS1108,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS2101 Business and Technical Communication,"This module covers business and technical communication, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core business and technical communication concepts, theoretical framework application, analytical problem-solving, academic research skills, practical business and technical communication implementation",https://nusmods.com/modules/IS2101,Undergraduate,2 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS2102 Software Engineering,"Covers the full SDLC from requirements through design, implementation, testing, and maintenance, emphasising agile methods.","Requirements documentation, UML modelling, agile sprint planning, integration testing, Git version control",https://nusmods.com/modules/IS2102,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS2103 Enterprise Systems Development,"This module covers enterprise systems development, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core enterprise systems development concepts, theoretical framework application, analytical problem-solving, academic research skills, practical enterprise systems development implementation",https://nusmods.com/modules/IS2103,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS3106 Enterprise Systems Interface Design and Administration,"This module covers enterprise systems interface design and administration, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core enterprise systems interface design and administration concepts, theoretical framework application, analytical problem-solving, academic research skills, practical enterprise systems interface design and administration implementation",https://nusmods.com/modules/IS3106,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS4241 Social Media Network Analysis,"This module covers social media network analysis, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core social media network analysis concepts, theoretical framework application, analytical problem-solving, academic research skills, practical social media network analysis implementation",https://nusmods.com/modules/IS4241,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS4250 Healthcare Informatics,"This module covers healthcare informatics, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core healthcare informatics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical healthcare informatics implementation",https://nusmods.com/modules/IS4250,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS4261 Data Analytics and Business Value,"This module covers data analytics and business value, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core data analytics and business value concepts, theoretical framework application, analytical problem-solving, academic research skills, practical data analytics and business value implementation",https://nusmods.com/modules/IS4261,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS3150 Cybersecurity Management,"Covers cryptography, authentication, network security, secure coding, and ethical hacking fundamentals.","Cryptographic protocols, penetration testing, vulnerability scanning, secure coding practices, incident response",https://nusmods.com/modules/IS3150,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Information Systems,IS4151 Principles of Digital Forensics,"This module covers principles of digital forensics, part of the Information Systems programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core principles of digital forensics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical principles of digital forensics implementation",https://nusmods.com/modules/IS4151,Undergraduate,4 Credits / 1 Semester,GCE A-Level or Polytechnic Diploma. IELTS 6.0–6.5+.
National University of Singapore (NUS),Computer Engineering,EE2026 Digital Design,"This module covers digital design, part of the Computer Engineering programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core digital design concepts, theoretical framework application, analytical problem-solving, academic research skills, practical digital design implementation",https://nusmods.com/modules/EE2026,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics + H2 Physics. Polytechnic EE Diploma.
National University of Singapore (NUS),Computer Engineering,EE2211 Introduction to Machine Learning,"Covers supervised learning, unsupervised learning, model evaluation, regularisation, and neural network fundamentals for predictive modelling.","Supervised model training, cross-validation, feature engineering, clustering algorithms, neural network design",https://nusmods.com/modules/EE2211,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics + H2 Physics. Polytechnic EE Diploma.
National University of Singapore (NUS),Computer Engineering,CG2028 Computer Organisation and Architecture,"This module covers computer organisation and architecture, part of the Computer Engineering programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core computer organisation and architecture concepts, theoretical framework application, analytical problem-solving, academic research skills, practical computer organisation and architecture implementation",https://nusmods.com/modules/CG2028,Undergraduate,2 Credits / 1 Semester,A-Level: H2 Mathematics + H2 Physics. Polytechnic EE Diploma.
National University of Singapore (NUS),Computer Engineering,CG2111A Engineering Principles and Practice I,"This module covers engineering principles and practice i, part of the Computer Engineering programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core engineering principles and practice i concepts, theoretical framework application, analytical problem-solving, academic research skills, practical engineering principles and practice i implementation",https://nusmods.com/modules/CG2111A,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics + H2 Physics. Polytechnic EE Diploma.
National University of Singapore (NUS),Computer Engineering,EE3331C Feedback Control Systems,"Studies feedback control systems, PID controllers, stability analysis, and state-space methods.","PID controller tuning, stability analysis, Bode plot interpretation, state-space modelling, digital control design",https://nusmods.com/modules/EE3331C,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics + H2 Physics. Polytechnic EE Diploma.
National University of Singapore (NUS),Computer Engineering,CG4002 Computer Engineering Capstone,"This module covers computer engineering capstone, part of the Computer Engineering programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core computer engineering capstone concepts, theoretical framework application, analytical problem-solving, academic research skills, practical computer engineering capstone implementation",https://nusmods.com/modules/CG4002,Undergraduate,8 Credits / 1 Semester,A-Level: H2 Mathematics + H2 Physics. Polytechnic EE Diploma.
National University of Singapore (NUS),Data Science and Analytics,DSA1101 Introduction to Data Science,"This module covers introduction to data science, part of the Data Science and Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core introduction to data science concepts, theoretical framework application, analytical problem-solving, academic research skills, practical introduction to data science implementation",https://nusmods.com/modules/DSA1101,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,ST2131 Probability,"Covers random variables, distributions, Bayes theorem, expectation, and limit theorems with engineering applications.","Probability modelling, Bayesian inference, Monte Carlo simulation, hypothesis testing, stochastic analysis",https://nusmods.com/modules/ST2131,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,ST2132 Mathematical Statistics,"This module covers mathematical statistics, part of the Data Science and Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core mathematical statistics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical mathematical statistics implementation",https://nusmods.com/modules/ST2132,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,DSA3101 Data Science in Practice,"This module covers data science in practice, part of the Data Science and Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core data science in practice concepts, theoretical framework application, analytical problem-solving, academic research skills, practical data science in practice implementation",https://nusmods.com/modules/DSA3101,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,ST3248 Statistical Machine Learning,"Covers supervised learning, unsupervised learning, model evaluation, regularisation, and neural network fundamentals for predictive modelling.","Supervised model training, cross-validation, feature engineering, clustering algorithms, neural network design",https://nusmods.com/modules/ST3248,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,CS4211 Formal Methods for Software Engineering,"Covers the full SDLC from requirements through design, implementation, testing, and maintenance, emphasising agile methods.","Requirements documentation, UML modelling, agile sprint planning, integration testing, Git version control",https://nusmods.com/modules/CS4211,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,DSA4212 Optimisation for Large Scale Data Analysis,"This module covers optimisation for large scale data analysis, part of the Data Science and Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core optimisation for large scale data analysis concepts, theoretical framework application, analytical problem-solving, academic research skills, practical optimisation for large scale data analysis implementation",https://nusmods.com/modules/DSA4212,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,DSA4213 Big Data Systems,"Covers Hadoop, Apache Spark, real-time stream processing, and NoSQL storage for large-scale data pipelines.","Spark DataFrame programming, HDFS management, Kafka streaming, NoSQL querying, ETL pipeline design",https://nusmods.com/modules/DSA4213,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
National University of Singapore (NUS),Data Science and Analytics,DSA4266 Sense-making Case Analysis,"This module covers sense-making case analysis, part of the Data Science and Analytics programme at National University of Singapore (NUS). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core sense-making case analysis concepts, theoretical framework application, analytical problem-solving, academic research skills, practical sense-making case analysis implementation",https://nusmods.com/modules/DSA4266,Undergraduate,4 Credits / 1 Semester,A-Level: H2 Mathematics. Strong analytical background. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC1003 Introduction to Computational Thinking and Programming,"This module covers introduction to computational thinking and programming, part of the Computer Science programme at Nanyang Technological University (NTU). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core introduction to computational thinking and programming concepts, theoretical framework application, analytical problem-solving, academic research skills, practical introduction to computational thinking and programming implementation",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,MH1812 Discrete Mathematics,"Introduces logic, set theory, combinatorics, graph theory, and proof techniques essential for computer science.","Formal proof writing, graph theory application, combinatorial counting, Boolean logic, mathematical induction",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,MH2500 Probability and Introduction to Statistics,"Covers random variables, distributions, Bayes theorem, expectation, and limit theorems with engineering applications.","Probability modelling, Bayesian inference, Monte Carlo simulation, hypothesis testing, stochastic analysis",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC2001 Algorithm Design and Analysis,"Introduces algorithm design paradigms including divide and conquer, dynamic programming, greedy methods, and backtracking. Students prove correctness and analyse Big-O complexity.","Algorithm complexity analysis, divide and conquer design, dynamic programming, greedy implementation, correctness proof writing",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC2005 Operating Systems,"Analyses process scheduling, memory management, file systems, and I/O handling with practical implementation labs.","Process scheduling, memory allocation, file system design, deadlock detection, system call programming",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC2006 Software Engineering,"Covers the full SDLC from requirements through design, implementation, testing, and maintenance, emphasising agile methods.","Requirements documentation, UML modelling, agile sprint planning, integration testing, Git version control",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC2207 Introduction to Databases,"Examines relational database design, SQL querying, normalisation theory, transaction management, and indexing strategies.","SQL query writing, ER diagram design, normalisation, transaction management, index optimisation",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC3000 Artificial Intelligence,"Explores search algorithms, knowledge representation, planning, and reasoning under uncertainty.","Heuristic search, Bayesian reasoning, propositional logic, constraint satisfaction, decision tree construction",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,CE4074 Deep Learning,"Covers CNNs, RNNs, attention mechanisms, and transformers applied to computer vision and NLP tasks using modern frameworks.","CNN design, RNN sequence modelling, transformer fine-tuning, PyTorch/TensorFlow, transfer learning",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
Nanyang Technological University (NTU),Computer Science,SC3020 Database System Principles,"Examines relational database design, SQL querying, normalisation theory, transaction management, and indexing strategies.","SQL query writing, ER diagram design, normalisation, transaction management, index optimisation",https://www.ntu.edu.sg/,Undergraduate,3 Credits / 1 Semester,A-Level: H2 Mathematics. Polytechnic Diploma GPA ≥ 3.5. IELTS 6.0+.
