source,job_id,job_title,company,location,posted_date,url,salary_min_raw,salary_max_raw,parsed_title,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,hard_skills,soft_skills,education,job_category
LinkedIn,4383446582.0,"Software Engineer, Enterprise",Notion,"New York, NY",31-03-26,https://www.linkedin.com/jobs/view/4383446582,,,"Software Engineer, Enterprise",mid,,unknown,hybrid,,,"security, SIEM, Data Loss Prevention (DLP), audit logs, access control, Identity Provider (IdP), SCIM, scalability, infrastructure, data storage, caching, databases, SQL, NoSQL, integration testing, unit testing, full-stack development, AI tools, HRIS integration","initiative, urgency, ownership, customer-centricity, dedication, communication, curiosity, passion for building",unknown,software-eng
LinkedIn,4398089906.0,"Software Engineer, Full-Stack",Loop,"San Francisco, CA",06-04-26,https://www.linkedin.com/jobs/view/4398089906,,,"Software Engineer, Full-Stack",junior,2.0,unknown,hybrid,150000.0,,"AI, code review, system design, full-stack development, AI tools, TypeScript, GraphQL, Relay, React, Node.js, AWS, AWS CDK, AWS Fargate, Amazon ECS, Prisma, NestJS, PostgreSQL, Kafka, Redis, Elasticsearch, Ant Design, Vite","collaboration, customer-centricity, ownership, adaptability, cross-functional collaboration, high standards, mentorship, knowledge sharing, communication, proactiveness",unknown,software-eng
LinkedIn,4359962534.0,Software Engineer,Microsoft,"Redmond, WA",08-04-26,https://www.linkedin.com/jobs/view/4359962534,,,Software Engineer,mid,,full-time,unknown,,,"AI, Large Language Models (LLMs), Agentic frameworks, system architecture, code review","collaboration, growth mindset, innovation, respect, integrity, accountability, inclusion, partnership, problem-solving",unknown,software-eng
LinkedIn,4392488741.0,"Software Engineer, New Grad",IXL Learning,"San Mateo, CA",01-04-26,https://www.linkedin.com/jobs/view/4392488741,,,"Software Engineer, New Grad",junior,,full-time,onsite,110000.0,135000.0,"back-end engineering, front-end, iOS, Android, full-stack, Linux, Apache, Java, Scala, Python, Oracle, Swift, JavaScript, React, D3.js, ES6, Unix, SQL, testing, debugging, performance tuning","passion for technology, passion for education, analytical-reasoning, problem-solving, autonomy, collaboration, ownership",bachelor,software-eng
LinkedIn,4307261950.0,"Full Stack Software Engineer, Growth",OpenAI,"San Francisco, CA",13-04-26,https://www.linkedin.com/jobs/view/4307261950,,,"Full Stack Software Engineer, Growth",mid,,full-time,unknown,,,"full-stack, backend APIs, data analysis, A/B testing, web applications, SEO, user funnel optimization","impact-driven, autonomy, critical thinking, collaboration, inclusive culture, growth mindset, communication, adaptability",unknown,software-eng
LinkedIn,4400986569.0,Software Engineer I (Full Stack) Java,Walgreens,"Deerfield, IL",12-04-26,https://www.linkedin.com/jobs/view/4400986569,,,Software Engineer I (Full Stack) Java,junior,,full-time,hybrid,,,"full-stack, front-end, back-end, Java, React, Angular, Agile, CI/CD, troubleshooting, Spring Boot, REST APIs, JavaScript, Oracle, MySQL, MongoDB, Azure, AWS, Google Cloud, Docker, Python, Bash scripting, Linux, system design, performance optimization",collaboration,unknown,software-eng
LinkedIn,4373925074.0,Software Engineer,Handshake,"San Francisco, CA",31-03-26,https://www.linkedin.com/jobs/view/4373925074,,,Software Engineer,mid,2.0,full-time,onsite,,,"full-stack, backend APIs, asynchronous workflows, TypeScript, React, Next.js, GraphQL, Ruby on Rails, PostgreSQL, relational databases, data modeling, code review, debugging, system design, scalable systems, performance optimization","collaboration, communication, ownership, product-oriented mindset, problem-solving",unknown,software-eng
LinkedIn,4381062426.0,"Software Engineer I, Twitch Chat",Twitch,"San Francisco, CA",28-03-26,https://www.linkedin.com/jobs/view/4381062426,,,"Software Engineer I, Twitch Chat",junior,1.0,full-time,unknown,,,"front-end, full-stack, backend, React, distributed applications, scalable systems, performance optimization, Kotlin, Swift, Objective-C, TypeScript, Go, mobile development, AWS, ECS, DynamoDB, Lambda, SQS, Step Functions","collaboration, communication, problem-solving, customer-focused",bachelor,software-eng
LinkedIn,4220344508.0,Software Engineer 5 - Content & Business Products,Netflix,"New York, NY",11-04-26,https://www.linkedin.com/jobs/view/4220344508,,,Software Engineer 5 - Content & Business Products,senior,5.0,full-time,unknown,,,"distributed microservices, gRPC, GraphQL, REST APIs, API design, Java, C#, object-oriented programming, concurrency, multi-threading, performance tuning, observability, distributed systems, system architecture, on-call","critical thinking, communication, curiosity, collaboration, problem-solving, adaptability, mentorship, inclusion",unknown,software-eng
LinkedIn,4214697219.0,Software Engineer - Backend,Snowflake,"Bellevue, WA",12-04-26,https://www.linkedin.com/jobs/view/4214697219,,,Software Engineer - Backend,mid,2.0,full-time,unknown,,,"backend, distributed platforms, scalable systems, Java, Python, C++, SQL, algorithms, data structures, database internals, data governance, payment systems","collaboration, curiosity, adaptability, experimental mindset",bachelor,software-eng
LinkedIn,4219576591.0,"Software Engineer 5 - Member, Commerce & Games Engineering",Netflix,United States,12-04-26,https://www.linkedin.com/jobs/view/4219576591,,,"Software Engineer 5 - Member, Commerce & Games Engineering",senior,6.0,full-time,unknown,388000.0,558000.0,"distributed systems, backend, API platform, messaging, personalization, payments, billing systems, object-oriented programming, systems design, scalable systems, low-latency systems, data science, machine learning","ownership, attention to detail, analytical skills, collaboration, leadership, adaptability, growth mindset, communication, active listening, initiative, impact-oriented",unknown,software-eng
LinkedIn,4395215171.0,"Software Engineer, Ecosystem",Postman,"San Francisco, CA",02-04-26,https://www.linkedin.com/jobs/view/4395215171,,,"Software Engineer, Ecosystem",mid,4.0,full-time,unknown,140000.0,180000.0,"scalable systems, frontend, backend, middleware, Java, Node.js, React, full-stack, distributed systems, code review","collaboration, problem-solving, analytical skills, attention to detail, autonomy, fast learner",bachelor,software-eng
LinkedIn,4399888606.0,Software Engineer,Microsoft,"Redmond, WA",09-04-26,https://www.linkedin.com/jobs/view/4399888606,,,Software Engineer II,mid,2.0,full-time,hybrid,,,"data analytics, map-reduce, machine learning, AI, LLM models, service engineering, data engineering, security, compliance, service management, web scraping, C, C++, C#, Java, JavaScript, Python, solution architecture, code review, testing, test plans, automation, backend services, telemetry","passion for technology, curiosity, learning, collaboration, growth mindset, innovation, respect, integrity, accountability, inclusion, communication",bachelor,software-eng
LinkedIn,4398173648.0,Software Engineer I,The Trade Desk,"Irvine, CA",10-04-26,https://www.linkedin.com/jobs/view/4398173648,,,Software Engineer I,junior,,full-time,onsite,137600.0,206400.0,"full stack, relational databases, high-performance databases, back-end application development, API design, JavaScript frameworks, component-based UI architectures, cloud-based environments, containerized environments, NewRelic, Sumologic, Grafana, unit testing, integration testing, end-to-end tests, database design, GraphQL, Figma, Jira, SQL, object-oriented programming, cloud infrastructure","proactiveness, operational excellence, user satisfaction, collaboration, influencing",bachelor,software-eng
LinkedIn,4290774655.0,Full Stack Software Engineer,Chalk,"San Francisco, CA",01-04-26,https://www.linkedin.com/jobs/view/4290774655,,,Full Stack Software Engineer,mid,2.0,full-time,onsite,170000.0,280000.0,"machine learning, Rust, data processing systems, CLI, web applications, compilers, query planners, distributed systems, TypeScript, Python, Go, React, data infrastructure, developer tools, data analytics","autonomy, ownership, problem-solving, learning, pragmatic decision-making, communication, attention to detail",unknown,software-eng
LinkedIn,4396573548.0,Software Engineer ($125 170K + Equity) at Reacher,Jack & Jill,"San Francisco, CA",03-04-26,https://www.linkedin.com/jobs/view/4396573548,,,Software Engineer,mid,3.0,full-time,onsite,125000.0,170000.0,"AI agents, Python, FastAPI, LLM orchestration, AI agent frameworks, backend systems, system design, deployment","ownership, autonomy, collaboration, pragmatic decision-making, adaptability",unknown,software-eng
LinkedIn,4380812141.0,Software Engineer Apprentice,IBM,"Austin, TX",28-03-26,https://www.linkedin.com/jobs/view/4380812141,,,Software Engineer Apprentice,junior,0.0,full-time,onsite,,,"Agile, Java, JavaScript, PHP, C#, Objective-C, C/C++, Python, Ruby, functional languages, Haskell, Scala, F#, Clojure, Design Thinking, hypothesis driven development, social coding, containerization, Docker, Vagrant, application development, DevOps, development toolchain, Travis, Jenkins, Junit, automated test tools, software design, testing, cloud computing, continuous delivery, debugging","learning, problem-solving, communication, initiative, autonomy, collaboration",bachelor,software-eng
LinkedIn,4392039640.0,Software Engineer I (New Grad) - Consumer Experience,StubHub,"Los Angeles, CA",28-03-26,https://www.linkedin.com/jobs/view/4392039640,,,Software Engineer I (New Grad) - Consumer Experience,junior,0.0,full-time,hybrid,,,"AI, GenAI tools, web applications, mobile, distributed systems, full stack, prototyping","collaboration, ownership, influencing, adaptability, problem-solving, growth mindset",bachelor,software-eng
LinkedIn,4318556053.0,"Software Engineer, Frontend",Mercor,"San Francisco, CA",11-04-26,https://www.linkedin.com/jobs/view/4318556053,,,"Software Engineer, Frontend",mid,,full-time,onsite,,,"frontend architecture, AI, React, TypeScript, JavaScript, Next.js, state management, design patterns, API integration, data fetching, performance optimization, design reviews, code reviews","product-minded, ownership, collaboration, problem-solving, adaptability, empathy, curiosity, grit, communication",unknown,software-eng
LinkedIn,4378338540.0,Software Engineer,Microsoft,"Redmond, WA",08-04-26,https://www.linkedin.com/jobs/view/4378338540,,,Software Engineer,junior,1.0,full-time,onsite,,,"quantum computing, system software, real-time systems, security, full stack","collaboration, growth mindset, innovation, respect, integrity, accountability, inclusion, influencing",bachelor,software-eng
LinkedIn,4297854738.0,Software Engineer - Early Career (USA),Trexquant Investment LP,New York City Metropolitan Area,10-04-26,https://www.linkedin.com/jobs/view/4297854738,,,Software Engineer - Early Career,junior,0.0,full-time,onsite,130000.0,175000.0,"low-latency systems, high-throughput systems, C++, C, Java, Rust, data processing, data pipelines, backtesting, model training, code reviews, testing, documentation, data structures, algorithms, object-oriented programming, Python, Linux","collaboration, innovation, learning, problem-solving",bachelor,software-eng
LinkedIn,4388114223.0,University Grad | Software Engineer | Frontend,Ramp,"New York, NY",10-04-26,https://www.linkedin.com/jobs/view/4388114223,,,Software Engineer | Frontend,junior,0.0,full-time,onsite,142000.0,142000.0,"frontend, JavaScript, web performance, TypeScript, React, Vite, design system, object-oriented programming, Flask, Python, Elixir, AWS, RabbitMQ, PostgreSQL","agency, urgency, ownership, decision-making, creativity, problem-solving, collaboration, customer-focused, growth mindset",bachelor,software-eng
LinkedIn,4384413217.0,"Software Engineer I (Frontend, Growth)",WHOOP,"Boston, MA",07-04-26,https://www.linkedin.com/jobs/view/4384413217,,,"Software Engineer I (Frontend, Growth)",junior,0.0,full-time,onsite,,,"JavaScript, TypeScript, React, HTML, CSS, REST APIs, Git, responsive design, A/B testing, frontend frameworks, API integration, performance optimization, accessibility (a11y), code review, version control","collaboration, adaptability, proactive, receptive to feedback, continuous learning, problem-solving, curiosity, growth mindset, communication, cross-functional collaboration",unknown,software-eng
