job_id,source,url,job_title,parsed_title,company,location,posted_date,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,salary_midpoint,hard_skills,soft_skills,education,job_category
4392051128,LinkedIn,https://www.linkedin.com/jobs/view/4392051128,"Software Engineer, Android","Software Engineer, Android",Tinder,"Los Angeles, CA",2026-03-31,unknown,,full-time,hybrid,,,,"Android, system design, architecture design, framework development, library development","collaboration, creative thinking, ownership, accountability, innovation, attention to detail, risk-taking, communication, feedback, learning mindset, problem-solving, adaptability, resilience, inclusivity",unknown,software-eng
4398720522,LinkedIn,https://www.linkedin.com/jobs/view/4398720522,"Software Engineer (New Grad), New Products","Software Engineer (New Grad), New Products",EvenUp,"San Francisco, CA",2026-04-11,junior,1.0,full-time,hybrid,,,,"Python, Typescript, React, Postgres, Kubernetes, Elasticsearch, machine learning, data engineering, back-end, front-end, DevOps, release management","drive, collaboration, impact-driven, teamwork, learning mindset, communication",unknown,software-eng
4290778501,LinkedIn,https://www.linkedin.com/jobs/view/4290778501,Frontend Software Engineer,Frontend Software Engineer,Chalk,"San Francisco, CA",2026-04-13,mid,2.0,full-time,onsite,,,,"TypeScript, React, Python, Go, Rust, frontend architecture, reusable components, full-stack development, web applications, command-line interfaces, data processing systems, compilers, query planners, distributed systems, backend systems","collaboration, autonomy, ownership, fast learner, pragmatism, communication, user experience focus",unknown,software-eng
4392135860,LinkedIn,https://www.linkedin.com/jobs/view/4392135860,Software Engineer - Full Stack,Software Engineer - Full Stack,Grow Therapy,"New York, NY",2026-03-31,mid,3.0,full-time,unknown,,,,"full-stack development, frontend, backend, system design, testing, deployment, A/B testing, production support, code review, architectural decisions","collaboration, product mindset, attention to detail, critical thinking, growth mindset, ownership",unknown,software-eng
4383267287,LinkedIn,https://www.linkedin.com/jobs/view/4383267287,Software Development Engineer,Software Development Engineer,Adobe,"Austin, TX",2026-04-02,mid,3.0,full-time,unknown,,,,"PHP, Python, Java, Go, Node.js, TypeScript, HTML, CSS, Jenkins, Docker, Kubernetes, AWS, Azure, GCP, backend development, APIs, automation, CI/CD, deployment automation, infrastructure as code, code review, testing, monitoring, LLM, RESTful API design, microservices architecture, secure coding practices, cloud services, containerization","collaboration, knowledge sharing, problem-solving, communication",bachelor,software-eng
4393808597,LinkedIn,https://www.linkedin.com/jobs/view/4393808597,Backend Software Engineer,Backend Software Engineer,Slang AI,"New York, NY",2026-04-02,mid,,full-time,remote,,,,"Kotlin, React, TypeScript, backend services, telephony infrastructure, conversational AI, domain-driven design, testing, code review, pair programming, cloud-native architectures, functional programming, real-time voice interactions","ownership, clarity, pragmatism, continuous learning, problem-solving, collaboration, mentoring",unknown,software-eng
4393533791,LinkedIn,https://www.linkedin.com/jobs/view/4393533791,Full Stack Software Engineer,Full Stack Software Engineer,Microsoft,"Mountain View, CA",2026-03-31,unknown,,full-time,hybrid,,,,"AI, C#, full-stack development, backend services, user interfaces, distributed systems, prompt engineering, server-side frameworks, client-side frameworks, monitoring","growth mindset, innovation, collaboration, respect, integrity, accountability, inclusivity",bachelor,software-eng
4398778509,LinkedIn,https://www.linkedin.com/jobs/view/4398778509,Software Engineer,Software Engineer,Flip,"Brooklyn, NY",2026-04-12,mid,3.0,full-time,onsite,,,,"Python, asyncio, FastAPI, Pipecat, API integration, LLM, dialogue management, conversational workflows, code review, troubleshooting, performance monitoring","attention to detail, initiative, autonomy, ownership, multitasking, customer-focused",bachelor,software-eng
4397661794,LinkedIn,https://www.linkedin.com/jobs/view/4397661794,Software Engineer,Software Engineer,ThoughtSpot,"Mountain View, CA",2026-04-10,junior,0.0,full-time,unknown,,,,"Java, Python, Javascript, C++, frontend, backend, code review, system architecture, debugging, Agile, Data Structures, Algorithms, Object-Oriented Design, distributed systems, scalability, database internals, AI, LLM, prompt engineering","analytical thinking, problem-solving, curiosity, collaboration, communication, adaptability, critical thinking",unknown,software-eng
4286968047,LinkedIn,https://www.linkedin.com/jobs/view/4286968047,Software Engineer - All Levels,Software Engineer,GlossGenius,"San Francisco, CA",2026-04-09,unknown,,full-time,hybrid,,,,"Kotlin, micronaut, jooq, Ruby, Rails, Sidekiq, gRPC, protobuf, Typescript, Javascript, React, Redux, React Native, AWS, Kubernetes, Postgres, Terraform, AI, web applications, microservices, front-end development, performance optimization, reliability, scalability, security",growth mindset,unknown,software-eng
4399451605,LinkedIn,https://www.linkedin.com/jobs/view/4399451605,"Software Engineer, Full Stack","Software Engineer, Full Stack",Clay,"San Francisco, CA",2026-04-08,unknown,,full-time,onsite,,,,"full stack, backend, frontend, system design, performance optimization","product mindset, stakeholder management, ownership, collaboration, mentorship, learning",unknown,software-eng
4098165303,LinkedIn,https://www.linkedin.com/jobs/view/4098165303,"Software Engineer, Backend (All Levels)","Software Engineer, Backend",Zip,"San Francisco, CA",2026-04-04,unknown,5.0,full-time,onsite,,,,"Python, JavaScript, React, GraphQL, web applications, API development, Kubernetes, Spinnaker, Jenkins, Kibana, Prometheus, Grafana, system design, API integration, Jira, ServiceNow, Slack","autonomy, problem-solving, communication, collaboration, mentorship",bachelor,software-eng
4389251256,LinkedIn,https://www.linkedin.com/jobs/view/4389251256,Software Engineer,Software Engineer,Protolabs,"Maple Plain, MN",2026-04-13,mid,,full-time,hybrid,,,,".NET Core, C#, web services, SQL Server, AI, Cursor, Claude, Co-pilot, unit testing, automated acceptance tests, system design, design reviews, code reviews, on call rotation, software engineering best practices","entrepreneurial spirit, collaboration, communication, problem-solving, mentorship",unknown,software-eng
4292999956,LinkedIn,https://www.linkedin.com/jobs/view/4292999956,Software Engineer & Computer Science - Recent Grad/Full Time,Software Engineer & Computer Science - Recent Grad/Full Time,Honeywell,United States,2026-03-31,junior,0.0,full-time,onsite,68000.0,126500.0,97250.0,"SDLC, software configuration management, change management","innovation, problem-solving, collaboration, communication, adaptability, critical thinking, decision-making",bachelor,software-eng
4387120285,LinkedIn,https://www.linkedin.com/jobs/view/4387120285,"Software Engineer (Node.js, Python, Go, Azure)","Software Engineer (Node.js, Python, Go, Azure)",Lenovo,"Chicago, IL",2026-04-08,unknown,,full-time,hybrid,,,,"AI, full-stack development, system design, cloud infrastructure, DevOps, CI/CD, security scanning, Java, Node.js, Python, Go, RDBMS, NoSQL, Docker, container orchestration, Azure, testing","ownership, collaboration, stakeholder management",unknown,software-eng
4379241687,LinkedIn,https://www.linkedin.com/jobs/view/4379241687,Software Engineer,Software Engineer,Paramount+,"Burbank, CA",2026-04-11,mid,3.0,full-time,onsite,,,,"Java, Spring Boot, backend, microservices, relational databases, metrics, dashboards, observability, structured logs, traces, code reviews, system design, content management systems, media asset management","ownership, discipline, attention to detail, accountability, communication, collaboration, problem-solving",unknown,software-eng
4399446854,LinkedIn,https://www.linkedin.com/jobs/view/4399446854,"Software Engineer, Developer Experience (AI)","Software Engineer, Developer Experience (AI)",Clay,"San Francisco, CA",2026-04-08,unknown,,full-time,onsite,,,,"AI, developer tooling, infrastructure, validation, testing, production systems, SDLC, monorepo, orchestration","creativity, iteration, collaboration",unknown,devops
4321433610,LinkedIn,https://www.linkedin.com/jobs/view/4321433610,"Software Engineer, Backend","Software Engineer, Backend",Tessera Labs,"Seattle, WA",2026-03-31,mid,3.0,full-time,onsite,,,,"AI, distributed systems, REST APIs, Python, FastAPI, SQLAlchemy, microservices, data processing, data pipelines, third-party integrations, SAP, Salesforce, Workday, vector databases, PostgreSQL, MySQL, data modeling, Redis, Kafka, RabbitMQ, Pub/Sub, asynchronous processing, AWS S3, Google Cloud Storage, Azure Blob Storage, OAuth2, RBAC, SSO, testing, code reviews, backend architecture, DevOps, AWS, GCP, caching, monitoring, logging","ownership, collaboration, problem-solving, initiative, adaptability",unknown,software-eng
4361390911,LinkedIn,https://www.linkedin.com/jobs/view/4361390911,Software Engineer,Software Engineer,Microsoft,"Redmond, WA",2026-04-08,unknown,,full-time,onsite,,,,"generative AI, Product-Led Growth (PLG), React, TypeScript, C#, .NET, REST APIs, GraphQL, data modeling, Azure, event-driven architectures, C++, Windows, macOS","critical thinking, creativity, collaboration, growth mindset, learning, mentorship, respect, integrity, accountability",unknown,software-eng
4400935893,LinkedIn,https://www.linkedin.com/jobs/view/4400935893,Software Engineer,Software Engineer,Tamarind Bio,"California, United States",2026-04-11,senior,,full-time,onsite,,,,"computational biology, infrastructure, APIs, web interface, system architecture, deployment, HPC, frontend development, automated fine-tuning, AWS, DevOps, DynamoDB, EC2, S3, Docker, Kubernetes, MLOps, CUDA, Conda, Tensorflow, PyTorch, full stack, AI, ML, ML inference, Biopython, Colab, bash, slurm","collaboration, ownership, customer-centricity, adaptability, problem-solving",unknown,software-eng
4398913344,LinkedIn,https://www.linkedin.com/jobs/view/4398913344,(Junior   Senior) Software Engineer - Backend/Platform,Software Engineer - Backend/Platform,Laminar (Formerly H2Ok Innovations),"Somerville, MA",2026-04-07,unknown,,unknown,onsite,,,,"API development, data pipelines, Databricks, Infrastructure as Code (IaC), Terraform, cloud infrastructure, database performance optimization, relational databases, observability, monitoring, alerting, scalable systems","autonomy, ownership, empowerment, high standards, mission-driven, creativity, authenticity, growth mindset, ambition, initiative, problem-solving, learning agility",unknown,software-eng
4385025315,LinkedIn,https://www.linkedin.com/jobs/view/4385025315,Software Engineer - Full Stack (New York),Software Engineer - Full Stack,Edra,"New York, NY",2026-04-09,mid,3.0,unknown,onsite,,,,"Python, FastAPI, API design, data modeling, TypeScript, React, component design, frontend development, library development, internal tooling, third-party integrations, data pipelines, database schema design, deployment","craftsmanship, ownership, deep work, attention to detail, quality focus, balancing speed and quality, autonomy, project management, critical thinking, collaboration",unknown,software-eng
4285896406,LinkedIn,https://www.linkedin.com/jobs/view/4285896406,"Software Engineer, Trading Engineering","Software Engineer, Trading Engineering",Two Sigma,"New York, United States",2026-04-13,mid,1.0,unknown,hybrid,165000.0,250000.0,207500.0,"C, C++, Rust, Python, systems programming, data structures, algorithms, quantitative modeling, large-scale systems, performance optimization, simulation, trading systems, code review, performance analysis","learning agility, initiative",bachelor,software-eng
4396661381,LinkedIn,https://www.linkedin.com/jobs/view/4396661381,"Software Engineer, Frontend","Software Engineer, Frontend",Profound,Buffalo-Niagara Falls Area,2026-04-03,senior,,unknown,onsite,140000.0,260000.0,200000.0,"React, Next.js, TypeScript, state management, performance optimization, frontend architecture, Server-Side Rendering (SSR), Static Site Generation (SSG), Incremental Static Regeneration (ISR), Tailwind CSS, Sass, SCSS, React Query, CSS animations, CSS, caching, CDN, React Server Components, internationalization (i18n), localization (l10n), GSAP, Three.js, React Three Fiber, 3D graphics","collaboration, adaptability, design sensibility",unknown,software-eng
4330361169,LinkedIn,https://www.linkedin.com/jobs/view/4330361169,Software Development Engineer,Software Development Engineer,Adobe,"San Jose, CA",2026-04-10,junior,1.0,unknown,onsite,,,,"Java, Scala, Python, data pipelines, backend development, real-time processing, batch processing, code review, testing, release management, cloud development, AWS, Azure, distributed systems, cloud infrastructure, big data, Spark, Kafka, Flink, Apache Iceberg, Delta Lake, Kubernetes, Docker, databases, query engines, analytics platforms","problem-solving, curiosity, collaboration",bachelor,software-eng
4382411726,LinkedIn,https://www.linkedin.com/jobs/view/4382411726,#Software Engineer,Software Engineer,Qualcomm,"Santa Clara, CA",2026-04-01,mid,3.0,unknown,onsite,,,,"C, embedded systems, TCP/IP, networking protocols, device drivers, debugging, RTOS, computer architecture, wireless protocols, Wi-Fi, Bluetooth, UWB, Thread, software architecture, firmware, SoC, IP networking","motivation, innovation",bachelor,software-eng
4398965812,LinkedIn,https://www.linkedin.com/jobs/view/4398965812,"Software Engineer, AI Workflows","Software Engineer, AI Workflows",Notion,"San Francisco, CA",2026-04-08,mid,,unknown,hybrid,,,,"AI, LLMs, embeddings, ML, prototyping, asynchronous programming, relational databases, PostgreSQL, MySQL, UI development, data modeling","problem-solving, holistic thinking, critical thinking, adaptability, empathy, communication, collaboration, open-mindedness, growth mindset, mentorship, user-centricity, impact-driven",unknown,software-eng
4372637187,LinkedIn,https://www.linkedin.com/jobs/view/4372637187,"Frontend Software Engineer, Codex App","Frontend Software Engineer, Codex App",OpenAI,"San Francisco, CA",2026-04-02,mid,,unknown,onsite,,,,"React, TypeScript, UI development, prototyping, frontend architecture, component design, state management, performance optimization, testing, instrumentation, UX design, API integration, Electron, IDE extensions","craftsmanship, collaboration, adaptability, attention to detail, balancing speed and quality, problem-solving, systems thinking",unknown,software-eng
4383446582,LinkedIn,https://www.linkedin.com/jobs/view/4383446582,"Software Engineer, Enterprise","Software Engineer, Enterprise",Notion,"New York, NY",2026-03-31,mid,,unknown,hybrid,,,,"security, SIEM, Data Loss Prevention (DLP), audit logs, access control, Identity Provider (IdP), SCIM, scalability, infrastructure, data storage, caching, databases, SQL, NoSQL, integration testing, unit testing, full-stack development, AI tools, HRIS integration","initiative, urgency, ownership, customer-centricity, dedication, communication, curiosity, passion for building",unknown,software-eng
4398089906,LinkedIn,https://www.linkedin.com/jobs/view/4398089906,"Software Engineer, Full-Stack","Software Engineer, Full-Stack",Loop,"San Francisco, CA",2026-04-06,junior,2.0,unknown,hybrid,150000.0,,,"AI, code review, system design, full-stack development, AI tools, TypeScript, GraphQL, Relay, React, Node.js, AWS, AWS CDK, AWS Fargate, Amazon ECS, Prisma, NestJS, PostgreSQL, Kafka, Redis, Elasticsearch, Ant Design, Vite","collaboration, customer-centricity, ownership, adaptability, cross-functional collaboration, high standards, mentorship, knowledge sharing, communication, proactiveness",unknown,software-eng
4359962534,LinkedIn,https://www.linkedin.com/jobs/view/4359962534,Software Engineer,Software Engineer,Microsoft,"Redmond, WA",2026-04-08,mid,,full-time,unknown,,,,"AI, Large Language Models (LLMs), Agentic frameworks, system architecture, code review","collaboration, growth mindset, innovation, respect, integrity, accountability, inclusion, partnership, problem-solving",unknown,software-eng
4392488741,LinkedIn,https://www.linkedin.com/jobs/view/4392488741,"Software Engineer, New Grad","Software Engineer, New Grad",IXL Learning,"San Mateo, CA",2026-04-01,junior,,full-time,onsite,110000.0,135000.0,122500.0,"back-end engineering, front-end, iOS, Android, full-stack, Linux, Apache, Java, Scala, Python, Oracle, Swift, JavaScript, React, D3.js, ES6, Unix, SQL, testing, debugging, performance tuning","passion for technology, passion for education, analytical-reasoning, problem-solving, autonomy, collaboration, ownership",bachelor,software-eng
4307261950,LinkedIn,https://www.linkedin.com/jobs/view/4307261950,"Full Stack Software Engineer, Growth","Full Stack Software Engineer, Growth",OpenAI,"San Francisco, CA",2026-04-13,mid,,full-time,unknown,,,,"full-stack, backend APIs, data analysis, A/B testing, web applications, SEO, user funnel optimization","impact-driven, autonomy, critical thinking, collaboration, inclusive culture, growth mindset, communication, adaptability",unknown,software-eng
4400986569,LinkedIn,https://www.linkedin.com/jobs/view/4400986569,Software Engineer I (Full Stack) Java,Software Engineer I (Full Stack) Java,Walgreens,"Deerfield, IL",2026-04-12,junior,,full-time,hybrid,,,,"full-stack, front-end, back-end, Java, React, Angular, Agile, CI/CD, troubleshooting, Spring Boot, REST APIs, JavaScript, Oracle, MySQL, MongoDB, Azure, AWS, Google Cloud, Docker, Python, Bash scripting, Linux, system design, performance optimization",collaboration,unknown,software-eng
4373925074,LinkedIn,https://www.linkedin.com/jobs/view/4373925074,Software Engineer,Software Engineer,Handshake,"San Francisco, CA",2026-03-31,mid,2.0,full-time,onsite,,,,"full-stack, backend APIs, asynchronous workflows, TypeScript, React, Next.js, GraphQL, Ruby on Rails, PostgreSQL, relational databases, data modeling, code review, debugging, system design, scalable systems, performance optimization","collaboration, communication, ownership, product-oriented mindset, problem-solving",unknown,software-eng
4381062426,LinkedIn,https://www.linkedin.com/jobs/view/4381062426,"Software Engineer I, Twitch Chat","Software Engineer I, Twitch Chat",Twitch,"San Francisco, CA",2026-03-28,junior,1.0,full-time,unknown,,,,"front-end, full-stack, backend, React, distributed applications, scalable systems, performance optimization, Kotlin, Swift, Objective-C, TypeScript, Go, mobile development, AWS, ECS, DynamoDB, Lambda, SQS, Step Functions","collaboration, communication, problem-solving, customer-focused",bachelor,software-eng
4220344508,LinkedIn,https://www.linkedin.com/jobs/view/4220344508,Software Engineer 5 - Content & Business Products,Software Engineer 5 - Content & Business Products,Netflix,"New York, NY",2026-04-11,senior,5.0,full-time,unknown,,,,"distributed microservices, gRPC, GraphQL, REST APIs, API design, Java, C#, object-oriented programming, concurrency, multi-threading, performance tuning, observability, distributed systems, system architecture, on-call","critical thinking, communication, curiosity, collaboration, problem-solving, adaptability, mentorship, inclusion",unknown,software-eng
4214697219,LinkedIn,https://www.linkedin.com/jobs/view/4214697219,Software Engineer - Backend,Software Engineer - Backend,Snowflake,"Bellevue, WA",2026-04-12,mid,2.0,full-time,unknown,,,,"backend, distributed platforms, scalable systems, Java, Python, C++, SQL, algorithms, data structures, database internals, data governance, payment systems","collaboration, curiosity, adaptability, experimental mindset",bachelor,software-eng
4219576591,LinkedIn,https://www.linkedin.com/jobs/view/4219576591,"Software Engineer 5 - Member, Commerce & Games Engineering","Software Engineer 5 - Member, Commerce & Games Engineering",Netflix,United States,2026-04-12,senior,6.0,full-time,unknown,388000.0,558000.0,473000.0,"distributed systems, backend, API platform, messaging, personalization, payments, billing systems, object-oriented programming, systems design, scalable systems, low-latency systems, data science, machine learning","ownership, attention to detail, analytical skills, collaboration, leadership, adaptability, growth mindset, communication, active listening, initiative, impact-oriented",unknown,software-eng
4395215171,LinkedIn,https://www.linkedin.com/jobs/view/4395215171,"Software Engineer, Ecosystem","Software Engineer, Ecosystem",Postman,"San Francisco, CA",2026-04-02,mid,4.0,full-time,unknown,140000.0,180000.0,160000.0,"scalable systems, frontend, backend, middleware, Java, Node.js, React, full-stack, distributed systems, code review","collaboration, problem-solving, analytical skills, attention to detail, autonomy, fast learner",bachelor,software-eng
4399888606,LinkedIn,https://www.linkedin.com/jobs/view/4399888606,Software Engineer,Software Engineer II,Microsoft,"Redmond, WA",2026-04-09,mid,2.0,full-time,hybrid,,,,"data analytics, map-reduce, machine learning, AI, LLM models, service engineering, data engineering, security, compliance, service management, web scraping, C, C++, C#, Java, JavaScript, Python, solution architecture, code review, testing, test plans, automation, backend services, telemetry","passion for technology, curiosity, learning, collaboration, growth mindset, innovation, respect, integrity, accountability, inclusion, communication",bachelor,software-eng
4398173648,LinkedIn,https://www.linkedin.com/jobs/view/4398173648,Software Engineer I,Software Engineer I,The Trade Desk,"Irvine, CA",2026-04-10,junior,,full-time,onsite,137600.0,206400.0,172000.0,"full stack, relational databases, high-performance databases, back-end application development, API design, JavaScript frameworks, component-based UI architectures, cloud-based environments, containerized environments, NewRelic, Sumologic, Grafana, unit testing, integration testing, end-to-end tests, database design, GraphQL, Figma, Jira, SQL, object-oriented programming, cloud infrastructure","proactiveness, operational excellence, user satisfaction, collaboration, influencing",bachelor,software-eng
4290774655,LinkedIn,https://www.linkedin.com/jobs/view/4290774655,Full Stack Software Engineer,Full Stack Software Engineer,Chalk,"San Francisco, CA",2026-04-01,mid,2.0,full-time,onsite,170000.0,280000.0,225000.0,"machine learning, Rust, data processing systems, CLI, web applications, compilers, query planners, distributed systems, TypeScript, Python, Go, React, data infrastructure, developer tools, data analytics","autonomy, ownership, problem-solving, learning, pragmatic decision-making, communication, attention to detail",unknown,software-eng
4396573548,LinkedIn,https://www.linkedin.com/jobs/view/4396573548,Software Engineer ($125 170K + Equity) at Reacher,Software Engineer,Jack & Jill,"San Francisco, CA",2026-04-03,mid,3.0,full-time,onsite,125000.0,170000.0,147500.0,"AI agents, Python, FastAPI, LLM orchestration, AI agent frameworks, backend systems, system design, deployment","ownership, autonomy, collaboration, pragmatic decision-making, adaptability",unknown,software-eng
4380812141,LinkedIn,https://www.linkedin.com/jobs/view/4380812141,Software Engineer Apprentice,Software Engineer Apprentice,IBM,"Austin, TX",2026-03-28,junior,0.0,full-time,onsite,,,,"Agile, Java, JavaScript, PHP, C#, Objective-C, C/C++, Python, Ruby, functional languages, Haskell, Scala, F#, Clojure, Design Thinking, hypothesis driven development, social coding, containerization, Docker, Vagrant, application development, DevOps, development toolchain, Travis, Jenkins, Junit, automated test tools, software design, testing, cloud computing, continuous delivery, debugging","learning, problem-solving, communication, initiative, autonomy, collaboration",bachelor,software-eng
4392039640,LinkedIn,https://www.linkedin.com/jobs/view/4392039640,Software Engineer I (New Grad) - Consumer Experience,Software Engineer I (New Grad) - Consumer Experience,StubHub,"Los Angeles, CA",2026-03-28,junior,0.0,full-time,hybrid,,,,"AI, GenAI tools, web applications, mobile, distributed systems, full stack, prototyping","collaboration, ownership, influencing, adaptability, problem-solving, growth mindset",bachelor,software-eng
4318556053,LinkedIn,https://www.linkedin.com/jobs/view/4318556053,"Software Engineer, Frontend","Software Engineer, Frontend",Mercor,"San Francisco, CA",2026-04-11,mid,,full-time,onsite,,,,"frontend architecture, AI, React, TypeScript, JavaScript, Next.js, state management, design patterns, API integration, data fetching, performance optimization, design reviews, code reviews","product-minded, ownership, collaboration, problem-solving, adaptability, empathy, curiosity, grit, communication",unknown,software-eng
4378338540,LinkedIn,https://www.linkedin.com/jobs/view/4378338540,Software Engineer,Software Engineer,Microsoft,"Redmond, WA",2026-04-08,junior,1.0,full-time,onsite,,,,"quantum computing, system software, real-time systems, security, full stack","collaboration, growth mindset, innovation, respect, integrity, accountability, inclusion, influencing",bachelor,software-eng
4297854738,LinkedIn,https://www.linkedin.com/jobs/view/4297854738,Software Engineer - Early Career (USA),Software Engineer - Early Career,Trexquant Investment LP,New York City Metropolitan Area,2026-04-10,junior,0.0,full-time,onsite,130000.0,175000.0,152500.0,"low-latency systems, high-throughput systems, C++, C, Java, Rust, data processing, data pipelines, backtesting, model training, code reviews, testing, documentation, data structures, algorithms, object-oriented programming, Python, Linux","collaboration, innovation, learning, problem-solving",bachelor,software-eng
4388114223,LinkedIn,https://www.linkedin.com/jobs/view/4388114223,University Grad | Software Engineer | Frontend,Software Engineer | Frontend,Ramp,"New York, NY",2026-04-10,junior,0.0,full-time,onsite,142000.0,142000.0,142000.0,"frontend, JavaScript, web performance, TypeScript, React, Vite, design system, object-oriented programming, Flask, Python, Elixir, AWS, RabbitMQ, PostgreSQL","agency, urgency, ownership, decision-making, creativity, problem-solving, collaboration, customer-focused, growth mindset",bachelor,software-eng
4384413217,LinkedIn,https://www.linkedin.com/jobs/view/4384413217,"Software Engineer I (Frontend, Growth)","Software Engineer I (Frontend, Growth)",WHOOP,"Boston, MA",2026-04-07,junior,0.0,full-time,onsite,,,,"JavaScript, TypeScript, React, HTML, CSS, REST APIs, Git, responsive design, A/B testing, frontend frameworks, API integration, performance optimization, accessibility (a11y), code review, version control","collaboration, adaptability, proactive, receptive to feedback, continuous learning, problem-solving, curiosity, growth mindset, communication, cross-functional collaboration",unknown,software-eng
4392017988,LinkedIn,https://www.linkedin.com/jobs/view/4392017988,Software Engineer - Platform,Software Engineer - Platform,Plaid,"San Francisco, CA",2026-03-28,unknown,,full-time,onsite,,,,"infrastructure management, data platforms, data storage, system design, distributed systems, databases, data processing, data infrastructure, CI/CD, observability, monitoring, platform engineering, security by design, data encryption, access control, audit logging, scalability, reliability, security, performance optimization","cross-functional collaboration, attention to detail, collaboration, stakeholder management, requirements analysis",unknown,infrastructure
