skill,job_count,demand_pct,uni_count,supply_pct,normalized_demand,normalized_supply,gap_score
service management,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
iis,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
noc,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
soc,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
csp,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
objective-c,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
continuous delivery,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
redux,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
performance optimization,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
dba,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
restful api,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
react,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
govtech ocp,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
raci,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
govtech ora,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
data injection attacks,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
grafana,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
sass,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
grpc,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
csrf,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
design patterns,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
scrum,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
scss,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
continuous integration,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
computer architecture,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
es5,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
ui libraries,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
cissp,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
javascript code injection,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
asset management,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
uikit,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
memory management,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
troubleshooting,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
kpi management,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
modularization,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
kubernetes,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
iso 27001,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
iso 20000,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
cab,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
ips,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
mvc,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
mvvm,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
mongodb,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
jenkins,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
xss,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
maintenance,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
swift,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
systems engineering,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
swiftui,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
state management,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
cloud,2.0,0.0369139904023624,0.0,0.0,2.4999999999999947,0.0,2.4999999999999947
networking,4.0,0.0738279808047249,2.0,28.57142857142857,4.9999999999999964,3.333333333333333,1.6666666666666634
migo,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
miniapp,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
microservices architecture,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
machine vision,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
privileged access management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
proactive monitoring,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
pep,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
performance dashboards,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mission+,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
performance monitoring,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
memcached,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mechatronics,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
penetration testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
managed services,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
performance tuning,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
manhattan systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
predictive analytics,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
powershell,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
power quality equipment,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
postgresql,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
pmp,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
privilege escalation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mission+ doc manager,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
malware analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
plcs,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
manual software testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
pfmea,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mdm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
personalization,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
macos,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mechanical engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
network access control,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
pdca,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
n-flight planning,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ollydbg,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ola management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
monitoring,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
oauth,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
motion systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mssql,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
n-crew planning,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
next.js,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
pcb,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
n-ops & crew,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
n-performance,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
n-tracking,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
network operations,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
nac,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
navigation+,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
network device configuration,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mojo,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
opc-ua,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
open api,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
openvino,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
patch management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mitm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ows,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
otel,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
nessus,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
oss,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mlops,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
oscilloscopes,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
oracle,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mobile application testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
operational level agreements,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mobile development,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
mobile platform development,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
operational excellence,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
operating system internals,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
3d design tools,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
requirements analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
process failure mode effect analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
spring framework,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
triton inference server,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
transportation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
todc,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
threat management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test script development,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test script design,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test planning,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test documentation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test case design,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
test automation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
terraform,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
tensorrt,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
tensorflow,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
telemetry monitoring,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
telemetry collection,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
tailwindcss,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
tableau,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
system-level verification,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
system optimization,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
system engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
supply chain security,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
supply chain management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ssdlc,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
uat,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
unix,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ups systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vulnerability analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
xendesktop,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
wm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
windows server,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
windows os,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
white box monitoring,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
websocket,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
webrtc,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
web application testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
warehouse management system,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vulnerability remediation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vulnerability assessment,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
voice technology,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
user acceptance testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vmware horizon,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vision systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
virtual server environment,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vhdl,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
verilog,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vdi,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
vapt,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
value-stream mapping,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ux/ui design,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ux/ui,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
user research,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
sql server,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
spring boot,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
product analytics,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
splunk,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
rxswift,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
runbook creation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
rpc,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
robotics,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
robot programming,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
risk management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
retention analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
rest apis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
lts,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
requirement management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
request management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
repair,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
recommender systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
reactive programming,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
rdbms,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
raido,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
quantitative research,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
qualitative research,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
qa,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
pytorch,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
prototyping,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
prompt engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
product-centric development,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
product management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
product architecture,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
saas,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
samsung knox,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
sap,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
service level agreements,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
specflow,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
sop development,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
software testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
software reverse engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
software development lifecycle,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
smb2 review,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
smart dc,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
site reliability engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
simulation software,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
service operations,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
service level objective alerting,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
service availability planning,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
sast,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
sensors,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
security operations,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
security management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
security hardening,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
security,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
scripting,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
scikit-learn,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
schneider performance system,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
sccm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
scara robots,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
scalability,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
machine integration,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
zinstant,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
logistics management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
bug reporting,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
aws,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
discrete mathematics,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
