university,program,module,description,skills,url,level,duration,entry_requirements
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT1011 Digital Logic Design,"This module covers digital logic design, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core digital logic design concepts, theoretical framework application, analytical problem-solving, academic research skills, practical digital logic design implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,MAT1011 Calculus for IT,"Covers differential and integral calculus, series, and multivariable calculus for engineering and science applications.","Differentiation, integration, limit evaluation, partial derivatives, optimisation techniques",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT2210 Object-Oriented Design,"This module covers object-oriented design, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core object-oriented design concepts, theoretical framework application, analytical problem-solving, academic research skills, practical object-oriented design implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT2211 Database Management Systems,"Covers planning, organising, leading, and controlling including strategy, change management, and organisational behaviour.","Strategic planning, team leadership, change management, performance measurement, stakeholder analysis",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT2212 Computer Networks Fundamentals,"Studies OSI and TCP/IP network architectures, routing, switching, HTTP, DNS, and network security protocols.","TCP/IP configuration, routing protocol analysis, socket programming, network security evaluation, Wireshark analysis",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT2213 Web Application Development,"Covers full-stack web development including front-end frameworks, RESTful APIs, authentication, and database integration.","HTML/CSS/JavaScript, REST API design, React or Vue.js, backend frameworks, database integration",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT3210 Mobile Application Development,"Covers Android and iOS app development including UI design, data persistence, API consumption, and app store deployment.","Android/iOS UI design, REST API consumption, local storage, push notifications, app publishing",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT3211 Information Systems,"This module covers information systems, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core information systems concepts, theoretical framework application, analytical problem-solving, academic research skills, practical information systems implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT3212 Network Security,"This module covers network security, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core network security concepts, theoretical framework application, analytical problem-solving, academic research skills, practical network security implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT3213 Software Testing,"This module covers software testing, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core software testing concepts, theoretical framework application, analytical problem-solving, academic research skills, practical software testing implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT4210 Cloud Services and DevOps,"This module covers cloud services and devops, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core cloud services and devops concepts, theoretical framework application, analytical problem-solving, academic research skills, practical cloud services and devops implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT4211 IT Project Management,"Covers project planning, execution, monitoring, and closure using agile and waterfall methodologies.","Gantt scheduling, risk management, agile sprint planning, stakeholder communication, cost variance analysis",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT4212 Big Data Analytics,"Covers Hadoop, Apache Spark, real-time stream processing, and NoSQL storage for large-scale data pipelines.","Spark DataFrame programming, HDFS management, Kafka streaming, NoSQL querying, ETL pipeline design",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Technology,INT4910 Capstone IT Project,"This module covers capstone it project, part of the Information Technology programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core capstone it project concepts, theoretical framework application, analytical problem-solving, academic research skills, practical capstone it project implementation",https://uet.vnu.edu.vn/en/,Undergraduate,9 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT1020 Introduction to Data Science,"This module covers introduction to data science, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core introduction to data science concepts, theoretical framework application, analytical problem-solving, academic research skills, practical introduction to data science implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,MAT1021 Calculus and Linear Algebra,"Covers vector spaces, matrix operations, eigenvalues, and SVD foundational for machine learning and optimisation.","Matrix factorisation, eigenvalue computation, vector space analysis, linear transformation, gradient optimisation",https://uet.vnu.edu.vn/en/,Undergraduate,4 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,MAT1022 Probability and Statistics,"Covers random variables, distributions, Bayes theorem, expectation, and limit theorems with engineering applications.","Probability modelling, Bayesian inference, Monte Carlo simulation, hypothesis testing, stochastic analysis",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT2220 Python for Data Science,"This module covers python for data science, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core python for data science concepts, theoretical framework application, analytical problem-solving, academic research skills, practical python for data science implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT2221 Data Wrangling and Visualisation,"This module covers data wrangling and visualisation, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core data wrangling and visualisation concepts, theoretical framework application, analytical problem-solving, academic research skills, practical data wrangling and visualisation implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT2222 Statistical Learning,"This module covers statistical learning, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core statistical learning concepts, theoretical framework application, analytical problem-solving, academic research skills, practical statistical learning implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT2223 Database Systems for Analytics,"Examines relational database design, SQL querying, normalisation theory, transaction management, and indexing strategies.","SQL query writing, ER diagram design, normalisation, transaction management, index optimisation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT3220 Machine Learning,"Covers supervised learning, unsupervised learning, model evaluation, regularisation, and neural network fundamentals for predictive modelling.","Supervised model training, cross-validation, feature engineering, clustering algorithms, neural network design",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT3221 Deep Learning,"Covers CNNs, RNNs, attention mechanisms, and transformers applied to computer vision and NLP tasks using modern frameworks.","CNN design, RNN sequence modelling, transformer fine-tuning, PyTorch/TensorFlow, transfer learning",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT3222 Big Data Technologies,"Covers Hadoop, Apache Spark, real-time stream processing, and NoSQL storage for large-scale data pipelines.","Spark DataFrame programming, HDFS management, Kafka streaming, NoSQL querying, ETL pipeline design",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT3223 Natural Language Processing,"Covers tokenisation, language models, sentiment analysis, NER, and transformer-based models such as BERT.","Text preprocessing, language model evaluation, sentiment classification, NER extraction, BERT fine-tuning",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT4220 Computer Vision,"Covers image processing, feature extraction, object detection, and segmentation using classical and deep learning methods.","Image preprocessing, CNN classification, YOLO object detection, semantic segmentation, feature extraction",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT4221 Recommender Systems,"This module covers recommender systems, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core recommender systems concepts, theoretical framework application, analytical problem-solving, academic research skills, practical recommender systems implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT4222 MLOps and Model Deployment,"This module covers mlops and model deployment, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core mlops and model deployment concepts, theoretical framework application, analytical problem-solving, academic research skills, practical mlops and model deployment implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Data Science,INT4920 Data Science Capstone,"This module covers data science capstone, part of the Data Science programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core data science capstone concepts, theoretical framework application, analytical problem-solving, academic research skills, practical data science capstone implementation",https://uet.vnu.edu.vn/en/,Undergraduate,9 Credits / 1 Semester,Khoi A00/A01/D07. Strong Mathematics. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT1030 Introduction to Cybersecurity,"Covers cryptography, authentication, network security, secure coding, and ethical hacking fundamentals.","Cryptographic protocols, penetration testing, vulnerability scanning, secure coding practices, incident response",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT1031 Foundations of Cryptography,"This module covers foundations of cryptography, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core foundations of cryptography concepts, theoretical framework application, analytical problem-solving, academic research skills, practical foundations of cryptography implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,MAT1031 Discrete Mathematics for Security,"Introduces logic, set theory, combinatorics, graph theory, and proof techniques essential for computer science.","Formal proof writing, graph theory application, combinatorial counting, Boolean logic, mathematical induction",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT2230 Computer Networks Security,"Studies OSI and TCP/IP network architectures, routing, switching, HTTP, DNS, and network security protocols.","TCP/IP configuration, routing protocol analysis, socket programming, network security evaluation, Wireshark analysis",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT2231 Operating System Security,"Analyses process scheduling, memory management, file systems, and I/O handling with practical implementation labs.","Process scheduling, memory allocation, file system design, deadlock detection, system call programming",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT2232 Applied Cryptography,"This module covers applied cryptography, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core applied cryptography concepts, theoretical framework application, analytical problem-solving, academic research skills, practical applied cryptography implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT2233 Secure Programming,"This module covers secure programming, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core secure programming concepts, theoretical framework application, analytical problem-solving, academic research skills, practical secure programming implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT3230 Penetration Testing,"This module covers penetration testing, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core penetration testing concepts, theoretical framework application, analytical problem-solving, academic research skills, practical penetration testing implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT3231 Malware Analysis,"This module covers malware analysis, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core malware analysis concepts, theoretical framework application, analytical problem-solving, academic research skills, practical malware analysis implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT3232 Web Security,"Covers full-stack web development including front-end frameworks, RESTful APIs, authentication, and database integration.","HTML/CSS/JavaScript, REST API design, React or Vue.js, backend frameworks, database integration",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT3233 Digital Forensics,"This module covers digital forensics, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core digital forensics concepts, theoretical framework application, analytical problem-solving, academic research skills, practical digital forensics implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT4230 Cloud Security,"This module covers cloud security, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core cloud security concepts, theoretical framework application, analytical problem-solving, academic research skills, practical cloud security implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT4231 IoT Security,"This module covers iot security, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core iot security concepts, theoretical framework application, analytical problem-solving, academic research skills, practical iot security implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
Vietnam National University – University of Engineering and Technology (VNU-UET),Information Security,INT4232 Security Operations and SIEM,"This module covers security operations and siem, part of the Information Security programme at Vietnam National University – University of Engineering and Technology (VNU-UET). Students explore core theoretical and applied aspects, building competencies for professional practice.","Core security operations and siem concepts, theoretical framework application, analytical problem-solving, academic research skills, practical security operations and siem implementation",https://uet.vnu.edu.vn/en/,Undergraduate,3 Credits / 1 Semester,Khoi A00/A01. IELTS 5.5+.
